station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
HON,2020-02-12 11:55,-98.2286,44.3852,384.37,21.90,19.00,88.40,310.00,5.00,0.00,29.72,1008.00,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.40,KHON 121155Z AUTO 31005KT 10SM CLR M06/M07 A2972 RMK AO2 SLP080 T10561072 10000 21056 53009
ABR,2020-02-12 11:55,-98.4200,45.4500,395.00,30.00,27.00,88.44,10.00,18.00,T,29.77,M,1.75,33.00,FEW,SCT,OVC,M,800.00,1300.00,2600.00,M,-SN BR,M,M,M,33.00,20.00,2020-02-12 11:55,17.12,KABR 121155Z AUTO 01018G33KT 1 3/4SM -SN BR FEW008 SCT013 OVC026 M01/M03 A2977 RMK AO2 PK WND 02033/1155 PRESRR P0000 T10111028
SPF,2020-02-12 11:55,-103.7830,44.4803,1186.17,28.40,26.60,92.86,310.00,16.00,0.00,29.83,M,10.00,26.00,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,15.73,KSPF 121155Z AUTO 31016G26KT 10SM -SN M02/M03 A2983 RMK AO2
2WX,2020-02-12 11:56,-103.5464,45.6044,919.07,27.00,21.00,77.80,340.00,19.00,0.00,29.82,1013.10,M,31.00,M,M,M,M,M,M,M,M,M,M,M,M,33.00,350.00,2020-02-12 11:44,12.82,K2WX 121156Z AUTO 34019G31KT M03/M06 A2982 RMK AO1 PK WND 35033/1144 SLP131 T10281061 10006 21028 53054
8D3,2020-02-12 11:56,-96.9914,45.6689,351.81,17.10,12.90,83.25,350.00,25.00,0.00,29.77,1010.90,M,32.00,M,M,M,M,M,M,M,M,M,M,M,M,35.00,360.00,2020-02-12 11:37,-2.36,K8D3 121156Z AUTO 35025G32KT M08/M11 A2977 RMK AO1 PK WND 36035/1137 PRESRR SLP109 T10831106 10000 21083 53041
D07,2020-02-12 11:56,-102.0200,45.0300,778.50,30.00,27.00,88.44,10.00,27.00,0.02,29.72,1009.40,M,40.00,M,M,M,M,M,M,M,M,M,M,M,M,40.00,10.00,2020-02-12 11:52,14.62,KD07 121156Z AUTO 01027G40KT M01/M03 A2972 RMK AO1 PK WND 01040/1152 WSHFT 1142 PRESRR SLP094 P0002 60002 70002 T10111028 10011 21011 53018
FSD,2020-02-12 11:56,-96.7536,43.5769,428.94,30.90,24.10,75.59,210.00,5.00,0.00,29.72,1007.90,10.00,M,SCT,BKN,OVC,M,6000.00,7500.00,10000.00,M,M,M,M,M,M,M,M,25.09,KFSD 121156Z 21005KT 10SM SCT060 BKN075 OVC100 M01/M04 A2972 RMK AO2 SLP079 T10061044 10006 21006 58008
BKX,2020-02-12 11:56,-96.8169,44.3048,490.28,30.00,26.10,85.21,230.00,6.00,0.00,29.70,1009.00,10.00,M,BKN,OVC,M,M,7500.00,10000.00,M,M,M,M,M,M,M,M,M,23.12,KBKX 121156Z AUTO 23006KT 10SM BKN075 OVC100 M01/M03 A2970 RMK AO2 SLP090 T10111033 11006 21022 53001 FZRANO
RCA,2020-02-12 11:56,-103.1036,44.1451,977.43,31.60,27.70,85.31,310.00,27.00,T,29.76,1010.60,5.00,38.00,FEW,M,M,M,1200.00,M,M,M,-SN BR,M,M,M,40.00,320.00,2020-02-12 11:31,16.80,KRCA 121156Z 31027G38KT 5SM -SN BR FEW012 00/M02 A2976 RMK AO2A PK WND 32040/31 SNB20E23RAB23E26SNB26 PRESRR SLP106 P0000 60000 T10021024 10021 21010 52019 $
YKN,2020-02-12 11:56,-97.3859,42.9167,389.54,33.10,24.10,69.17,220.00,11.00,0.00,29.74,1009.40,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,23.86,KYKN 121156Z AUTO 22011KT 10SM OVC095 01/M04 A2974 RMK AO2 SLP094 T00061044 10017 20000 58011 FZRANO
ABR,2020-02-12 11:59,-98.4200,45.4500,395.00,26.10,21.90,83.89,10.00,25.00,T,29.78,M,0.75,38.00,FEW,SCT,OVC,M,800.00,1300.00,2400.00,M,-SN BR,M,M,M,38.00,10.00,2020-02-12 11:56,9.83,KABR 121159Z AUTO 01025G38KT 3/4SM -SN BR FEW008 SCT013 OVC024 M03/M06 A2978 RMK AO2 PK WND 01038/1156 PRESRR P0000 T10331056
RCA,2020-02-12 12:01,-103.1036,44.1451,977.43,32.00,26.60,80.22,310.00,28.00,0.00,29.76,1010.60,7.00,36.00,FEW,OVC,M,M,1200.00,2500.00,M,M,-SN,M,M,M,M,M,M,17.12,KRCA 121201Z 31028G36KT 7SM -SN FEW012 OVC025 00/M03 A2976 RMK AO2A SLP106 $
D07,2020-02-12 12:03,-102.0200,45.0300,778.50,28.90,26.10,89.12,10.00,28.00,0.00,29.73,M,M,37.00,M,M,M,M,M,M,M,M,M,M,M,M,37.00,10.00,2020-02-12 12:00,12.88,KD07 121203Z AUTO 01028G37KT M02/M03 A2973 RMK AO1 PK WND 01037/1200 WSHFT 1143 PRESRR T10171033
PHP,2020-02-12 12:14,-101.6000,44.0500,671.74,36.00,27.00,69.51,290.00,14.00,0.00,29.74,M,10.00,21.00,BKN,OVC,M,M,2900.00,4000.00,M,M,M,M,M,M,M,M,M,26.32,KPHP 121214Z AUTO 29014G21KT 10SM BKN029 OVC040 02/M03 A2974 RMK AO2 T00221028
MDS,2020-02-12 12:15,-97.0859,44.0160,520.80,28.40,28.40,100.00,240.00,10.00,0.00,29.69,M,10.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,18.45,KMDS 121215Z AUTO 24010KT 10SM OVC075 M02/M02 A2969 RMK AO2
9V9,2020-02-12 12:15,-99.3183,43.7667,509.76,33.10,26.10,75.18,300.00,6.00,0.00,29.73,M,10.00,M,SCT,BKN,M,M,5500.00,7000.00,M,M,M,M,M,M,M,M,M,26.86,K9V9 121215Z AUTO 30006KT 10SM SCT055 BKN070 01/M03 A2973 RMK AO2 T00061033
SPF,2020-02-12 12:15,-103.7830,44.4803,1186.17,28.40,26.60,92.86,330.00,13.00,0.00,29.85,M,3.00,21.00,M,M,M,M,M,M,M,M,+UP,M,M,M,M,M,M,16.96,KSPF 121215Z AUTO 33013G21KT 3SM +UP M02/M03 A2985 RMK AO2
ATY,2020-02-12 12:16,-97.1547,44.9140,525.88,28.00,21.00,74.67,290.00,5.00,0.00,29.70,M,10.00,M,BKN,BKN,OVC,M,2300.00,3500.00,6500.00,M,M,M,M,M,M,M,M,21.64,KATY 121216Z AUTO 29005KT 10SM BKN023 BKN035 OVC065 M02/M06 A2970 RMK AO2 T10221061
RCA,2020-02-12 12:26,-103.1036,44.1451,977.43,32.00,26.60,80.22,310.00,29.00,0.00,29.78,1011.20,10.00,39.00,BKN,OVC,M,M,1700.00,2400.00,M,M,-SN,M,M,M,M,M,M,16.90,KRCA 121226Z 31029G39KT 10SM -SN BKN017 OVC024 00/M03 A2978 RMK AO2A CIG 017V025 SLP112 $
MBG,2020-02-12 12:32,-100.4078,45.5464,515.17,18.00,12.90,80.09,10.00,28.00,T,29.81,M,0.50,38.00,VV ,M,M,M,1400.00,M,M,M,SN,M,M,M,40.00,10.00,2020-02-12 12:22,-2.02,KMBG 121232Z AUTO 01028G38KT 1/2SM SN VV014 M08/M11 A2981 RMK AO2 PK WND 01040/1222 PRESRR P0000 T10781106
MDS,2020-02-12 12:35,-97.0859,44.0160,520.80,28.40,28.40,100.00,260.00,9.00,0.00,29.69,M,10.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,19.04,KMDS 121235Z AUTO 26009KT 10SM OVC075 M02/M02 A2969 RMK AO2
9V9,2020-02-12 12:35,-99.3183,43.7667,509.76,32.50,25.70,75.74,300.00,7.00,0.00,29.73,M,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,25.39,K9V9 121235Z AUTO 30007KT 10SM OVC070 00/M03 A2973 RMK AO2 T00031035
SPF,2020-02-12 12:35,-103.7830,44.4803,1186.17,26.60,24.80,92.80,330.00,14.00,0.00,29.87,M,9.00,25.00,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,14.20,KSPF 121235Z AUTO 33014G25KT 9SM -SN M03/M04 A2987 RMK AO2
ABR,2020-02-12 12:38,-98.4200,45.4500,395.00,17.10,12.90,83.25,20.00,25.00,T,29.84,M,0.50,37.00,BKN,OVC,M,M,1200.00,1800.00,M,M,FZFG,M,M,M,38.00,10.00,2020-02-12 12:12,-2.36,KABR 121238Z AUTO 02025G37KT 1/2SM FZFG BKN012 OVC018 M08/M11 A2984 RMK AO2 PK WND 01038/1212 SNEMM PRESRR P0000 T10831106 PWINO FZRANO $
RAP,2020-02-12 12:40,-103.0574,44.0453,964.71,30.90,25.00,78.48,330.00,33.00,T,29.80,M,6.00,43.00,BKN,OVC,M,M,2000.00,3100.00,M,M,-SN,M,M,M,43.00,330.00,2020-02-12 12:20,14.57,KRAP 121240Z AUTO 33033G43KT 6SM -SN BKN020 OVC031 M01/M04 A2980 RMK AO2 PK WND 33043/1220 P0000 T10061039
RAP,2020-02-12 12:52,-103.0574,44.0453,964.71,30.00,26.10,85.21,340.00,28.00,T,29.81,1012.30,5.00,43.00,FEW,BKN,OVC,M,1500.00,2000.00,3500.00,M,-SN BR,M,M,M,43.00,330.00,2020-02-12 12:20,14.39,KRAP 121252Z 34028G43KT 5SM -SN BR FEW015 BKN020 OVC035 M01/M03 A2981 RMK AO2 PK WND 33043/1220 PRESRR SLP123 P0000 T10111033
IEN,2020-02-12 12:52,-102.5110,43.0225,1008.84,30.90,25.00,78.48,290.00,5.00,0.00,29.80,1011.40,10.00,M,BKN,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,25.09,KIEN 121252Z AUTO 29005KT 10SM BKN055 M01/M04 A2980 RMK AO2 SLP114 T10061039
MBG,2020-02-12 12:52,-100.4078,45.5464,515.17,15.10,9.00,76.34,10.00,27.00,T,29.85,1013.40,0.50,43.00,VV ,M,M,M,1100.00,M,M,M,HZ,M,M,M,43.00,10.00,2020-02-12 12:43,-5.69,KMBG 121252Z AUTO 01027G43KT 1/2SM HZ VV011 M09/M13 A2985 RMK AO2 PK WND 01043/1243 SNEMM PRESRR SLP134 P0000 T10941128 PWINO FZRANO $
RCA,2020-02-12 12:52,-103.1036,44.1451,977.43,30.20,26.60,86.28,330.00,28.00,0.00,29.81,1012.60,7.00,33.00,BKN,BKN,OVC,M,1500.00,2100.00,2900.00,M,-SN,M,M,M,M,M,M,14.66,KRCA 121252Z 33028G33KT 7SM -SN BKN015 BKN021 OVC029 M01/M03 A2981 RMK AO2A PRESRR SLP126 $
CUT,2020-02-12 12:53,-103.6114,43.7331,1686.81,25.00,17.10,71.53,330.00,9.00,T,29.72,1010.10,9.00,23.00,SCT,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,14.81,KCUT 121253Z AUTO 33009G23KT 290V360 9SM SCT020 M04/M08 A2972 RMK AO2 SNB41E52 SLP101 P0000 T10391083
ICR,2020-02-12 12:53,-99.8422,43.3903,611.93,35.10,21.90,58.22,280.00,9.00,0.00,29.72,1007.90,10.00,M,SCT,SCT,M,M,5000.00,7000.00,M,M,M,M,M,M,M,M,M,27.37,KICR 121253Z AUTO 28009KT 10SM SCT050 SCT070 02/M06 A2972 RMK AO2 SLP079 T00171056
MHE,2020-02-12 12:53,-98.0386,43.7748,395.73,32.00,23.00,69.04,290.00,9.00,0.00,29.72,1007.90,10.00,M,FEW,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,23.51,KMHE 121253Z AUTO 29009KT 10SM FEW055 00/M05 A2972 RMK AO2 SLP079 T00001050
ABR,2020-02-12 12:53,-98.4200,45.4500,395.00,15.10,10.90,83.11,10.00,21.00,T,29.86,1013.00,0.50,32.00,VV ,M,M,M,900.00,M,M,M,SN FZFG,M,M,M,38.00,10.00,2020-02-12 12:12,-3.69,KABR 121253Z AUTO 01021G32KT 1/2SM SN FZFG VV009 M09/M12 A2986 RMK AO2 PK WND 01038/1212 SNEMMB48 SLP130 P0000 T10941117 $
PIR,2020-02-12 12:53,-100.2860,44.3827,522.03,34.00,27.00,75.26,310.00,12.00,0.00,29.72,1007.90,10.00,M,BKN,OVC,M,M,2700.00,3500.00,M,M,M,M,M,M,M,M,M,24.55,KPIR 121253Z AUTO 31012KT 10SM BKN027 OVC035 01/M03 A2972 RMK AO2 SLP079 T00111028
ATY,2020-02-12 12:53,-97.1547,44.9140,525.88,27.00,21.90,80.83,340.00,9.00,0.00,29.71,1008.30,10.00,M,BKN,OVC,M,M,1600.00,2200.00,M,M,M,M,M,M,M,M,M,17.30,KATY 121253Z AUTO 34009KT 10SM BKN016 OVC022 M03/M06 A2971 RMK AO2 SLP083 T10281056
MDS,2020-02-12 12:55,-97.0859,44.0160,520.80,28.40,28.40,100.00,260.00,8.00,0.00,29.70,M,10.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,19.68,KMDS 121255Z AUTO 26008KT 10SM OVC075 M02/M02 A2970 RMK AO2
PHP,2020-02-12 12:55,-101.6000,44.0500,671.74,33.10,30.00,88.23,290.00,13.00,T,29.76,1009.10,4.00,M,FEW,BKN,OVC,M,1600.00,2300.00,4300.00,M,-SN BR,M,M,M,28.00,290.00,2020-02-12 12:24,22.98,KPHP 121255Z AUTO 29013KT 4SM -SN BR FEW016 BKN023 OVC043 01/M01 A2976 RMK AO2 PK WND 29028/1224 SNB34 SLP091 P0000 T00061011
9V9,2020-02-12 12:55,-99.3183,43.7667,509.76,32.90,27.70,80.95,310.00,6.00,0.00,29.72,M,10.00,M,SCT,OVC,M,M,4800.00,6000.00,M,M,M,M,M,M,M,M,M,26.61,K9V9 121255Z AUTO 31006KT 10SM SCT048 OVC060 01/M02 A2972 RMK AO2 T00051024
HON,2020-02-12 12:55,-98.2286,44.3852,384.37,27.00,21.90,80.83,330.00,8.00,0.00,29.73,1008.50,10.00,M,OVC,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,17.95,KHON 121255Z AUTO 33008KT 10SM OVC080 M03/M06 A2973 RMK AO2 SLP085 T10281056
SPF,2020-02-12 12:55,-103.7830,44.4803,1186.17,26.60,24.80,92.80,330.00,15.00,0.00,29.89,M,9.00,21.00,OVC,M,M,M,1000.00,M,M,M,-SN,M,M,M,M,M,M,13.78,KSPF 121255Z AUTO 33015G21KT 9SM -SN OVC010 M03/M04 A2989 RMK AO2
2WX,2020-02-12 12:56,-103.5464,45.6044,919.07,24.10,18.00,77.21,360.00,20.00,0.00,29.91,1016.20,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.00,340.00,2020-02-12 12:18,8.65,K2WX 121256Z AUTO 36020KT M04/M08 A2991 RMK AO1 PK WND 34035/1218 PRESRR SLP162 T10441078
8D3,2020-02-12 12:56,-96.9914,45.6689,351.81,10.00,6.10,83.87,340.00,27.00,0.00,29.84,1013.50,M,33.00,M,M,M,M,M,M,M,M,M,M,M,M,36.00,340.00,2020-02-12 12:38,-12.64,K8D3 121256Z AUTO 34027G33KT M12/M14 A2984 RMK AO1 PK WND 34036/1238 SLP135 T11221144
D07,2020-02-12 12:56,-102.0200,45.0300,778.50,25.00,21.90,87.81,10.00,27.00,0.01,29.81,1013.00,M,39.00,M,M,M,M,M,M,M,M,M,M,M,M,39.00,360.00,2020-02-12 12:47,7.80,KD07 121256Z AUTO 01027G39KT M04/M06 A2981 RMK AO1 PK WND 36039/1247 WSHFT 1143 PRESRR SLP130 P0001 T10391056
FSD,2020-02-12 12:56,-96.7536,43.5769,428.94,32.00,24.10,72.30,210.00,7.00,0.00,29.71,1007.80,10.00,M,FEW,BKN,OVC,M,8000.00,10000.00,12000.00,M,M,M,M,M,M,M,M,24.78,KFSD 121256Z 21007KT 10SM FEW080 BKN100 OVC120 00/M04 A2971 RMK AO2 SLP078 T00001044
BKX,2020-02-12 12:56,-96.8169,44.3048,490.28,28.90,26.10,89.12,300.00,5.00,0.00,29.70,1009.30,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,22.71,KBKX 121256Z AUTO 30005KT 10SM OVC065 M02/M03 A2970 RMK AO2 SLP093 T10171033 FZRANO
RCA,2020-02-12 12:56,-103.1036,44.1451,977.43,30.60,25.30,80.44,330.00,22.00,T,29.82,1012.90,7.00,33.00,BKN,BKN,OVC,M,1500.00,2100.00,2900.00,M,-SN,M,M,M,39.00,360.00,2020-02-12 12:41,16.70,KRCA 121256Z 33022G33KT 7SM -SN BKN015 BKN021 OVC029 M01/M04 A2982 RMK AO2A PK WND 36039/41 SLP129 P0000 T10081037 $
YKN,2020-02-12 12:56,-97.3859,42.9167,389.54,32.00,24.10,72.30,230.00,5.00,0.00,29.74,1009.60,10.00,M,SCT,OVC,M,M,8000.00,9500.00,M,M,M,M,M,M,M,M,M,26.40,KYKN 121256Z AUTO 23005KT 10SM SCT080 OVC095 00/M04 A2974 RMK AO2 SLP096 T00001044 FZRANO
PHP,2020-02-12 13:00,-101.6000,44.0500,671.74,33.10,30.00,88.23,300.00,13.00,T,29.76,M,2.50,M,FEW,SCT,OVC,M,800.00,1400.00,2100.00,M,-SN BR,M,M,M,M,M,M,22.98,KPHP 121300Z AUTO 30013KT 2 1/2SM -SN BR FEW008 SCT014 OVC021 01/M01 A2976 RMK AO2 P0000 T00061011
ATY,2020-02-12 13:01,-97.1547,44.9140,525.88,27.00,21.90,80.83,350.00,9.00,0.00,29.71,M,10.00,M,BKN,OVC,M,M,1200.00,2000.00,M,M,M,M,M,M,M,M,M,17.30,KATY 121301Z AUTO 35009KT 10SM BKN012 OVC020 M03/M06 A2971 RMK AO2 T10281056
RAP,2020-02-12 13:03,-103.0574,44.0453,964.71,30.00,25.00,81.40,340.00,28.00,T,29.83,M,4.00,38.00,SCT,BKN,OVC,M,1500.00,3000.00,3900.00,M,-SN,M,M,M,40.00,340.00,2020-02-12 12:53,14.39,KRAP 121303Z 34028G38KT 4SM -SN SCT015 BKN030 OVC039 M01/M04 A2983 RMK AO2 PK WND 34040/1253 P0000 T10111039
RCA,2020-02-12 13:11,-103.1036,44.1451,977.43,30.20,24.80,80.07,330.00,27.00,0.00,29.83,1013.30,4.00,30.00,BKN,OVC,M,M,1400.00,2200.00,M,M,-SN,M,M,M,M,M,M,14.89,KRCA 121311Z 33027G30KT 4SM -SN BKN014 OVC022 M01/M04 A2983 RMK AO2A CIG 013 RWY13 SLP133 $
RAP,2020-02-12 13:14,-103.0574,44.0453,964.71,30.00,25.00,81.40,340.00,24.00,T,29.83,M,6.00,35.00,BKN,BKN,OVC,M,1700.00,3000.00,4000.00,M,-SN,M,M,M,40.00,340.00,2020-02-12 12:53,15.36,KRAP 121314Z 34024G35KT 6SM -SN BKN017 BKN030 OVC040 M01/M04 A2983 RMK AO2 PK WND 34040/1253 P0000 T10111039
MDS,2020-02-12 13:15,-97.0859,44.0160,520.80,30.20,30.20,100.00,260.00,9.00,0.00,29.70,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,21.28,KMDS 121315Z AUTO 26009KT 10SM OVC065 M01/M01 A2970 RMK AO2
9V9,2020-02-12 13:15,-99.3183,43.7667,509.76,33.80,27.30,76.81,310.00,6.00,0.00,29.73,M,10.00,M,SCT,OVC,M,M,5000.00,7000.00,M,M,M,M,M,M,M,M,M,27.70,K9V9 121315Z AUTO 31006KT 10SM SCT050 OVC070 01/M03 A2973 RMK AO2 T00101026
SPF,2020-02-12 13:15,-103.7830,44.4803,1186.17,26.60,23.00,86.07,340.00,17.00,0.00,29.91,M,10.00,22.00,BKN,OVC,M,M,1200.00,2000.00,M,M,M,M,M,M,M,M,M,13.00,KSPF 121315Z AUTO 34017G22KT 10SM BKN012 OVC020 M03/M05 A2991 RMK AO2
PHP,2020-02-12 13:18,-101.6000,44.0500,671.74,33.10,30.90,91.51,310.00,15.00,0.01,29.77,M,2.00,24.00,FEW,OVC,M,M,800.00,1300.00,M,M,-SN BR,M,M,M,M,M,M,22.21,KPHP 121318Z AUTO 31015G24KT 2SM -SN BR FEW008 OVC013 01/M01 A2977 RMK AO2 P0001 T00061006
PIR,2020-02-12 13:27,-100.2860,44.3827,522.03,30.90,28.90,92.18,340.00,12.00,T,29.75,M,4.00,M,BKN,BKN,OVC,M,900.00,1500.00,3100.00,M,-SN BR,M,M,M,M,M,M,20.60,KPIR 121327Z AUTO 34012KT 4SM -SN BR BKN009 BKN015 OVC031 M01/M02 A2975 RMK AO2 UPB18E21SNB07E18B21 P0000 T10061017
ABR,2020-02-12 13:30,-98.4200,45.4500,395.00,12.00,8.10,84.01,10.00,21.00,0.02,29.89,M,0.50,37.00,VV ,M,M,M,1000.00,M,M,M,SN FZFG,M,M,M,37.00,20.00,2020-02-12 13:21,-7.82,KABR 121330Z AUTO 01021G37KT 1/2SM SN FZFG VV010 M11/M13 A2989 RMK AO2 PK WND 02037/1321 SNEMMB11 P0002 T11111133
PHP,2020-02-12 13:31,-101.6000,44.0500,671.74,33.10,30.90,91.51,320.00,17.00,0.02,29.78,M,3.00,24.00,FEW,OVC,M,M,900.00,1500.00,M,M,-SN BR,M,M,M,M,M,M,21.52,KPHP 121331Z AUTO 32017G24KT 3SM -SN BR FEW009 OVC015 01/M01 A2978 RMK AO2 P0002 T00061006
PIR,2020-02-12 13:34,-100.2860,44.3827,522.03,30.90,28.90,92.18,350.00,15.00,T,29.76,M,3.00,M,SCT,OVC,M,M,1100.00,1600.00,M,M,-SN BR,M,M,M,M,M,M,19.35,KPIR 121334Z AUTO 35015KT 3SM -SN BR SCT011 OVC016 M01/M02 A2976 RMK AO2 UPB18E21SNB07E18B21 P0000 T10061017
MDS,2020-02-12 13:35,-97.0859,44.0160,520.80,28.40,28.40,100.00,260.00,6.00,0.00,29.71,M,10.00,M,OVC,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,21.19,KMDS 121335Z AUTO 26006KT 10SM OVC065 M02/M02 A2971 RMK AO2
9V9,2020-02-12 13:35,-99.3183,43.7667,509.76,34.30,27.70,76.54,310.00,7.00,0.00,29.74,M,10.00,M,SCT,OVC,M,M,5000.00,7000.00,M,M,M,M,M,M,M,M,M,27.58,K9V9 121335Z AUTO 31007KT 10SM SCT050 OVC070 01/M02 A2974 RMK AO2 T00131024
SPF,2020-02-12 13:35,-103.7830,44.4803,1186.17,26.60,23.00,86.07,340.00,10.00,0.00,29.92,M,10.00,21.00,BKN,OVC,M,M,1300.00,1900.00,M,M,M,M,M,M,M,M,M,16.20,KSPF 121335Z AUTO 34010G21KT 10SM BKN013 OVC019 M03/M05 A2992 RMK AO2
PHP,2020-02-12 13:39,-101.6000,44.0500,671.74,33.10,30.90,91.51,330.00,17.00,0.02,29.79,M,2.50,25.00,FEW,OVC,M,M,900.00,1500.00,M,M,-SN BR,M,M,M,M,M,M,21.52,KPHP 121339Z AUTO 33017G25KT 2 1/2SM -SN BR FEW009 OVC015 01/M01 A2979 RMK AO2 P0002 T00061006
PIR,2020-02-12 13:42,-100.2860,44.3827,522.03,30.90,28.90,92.18,360.00,16.00,T,29.76,M,2.00,M,SCT,OVC,M,M,1100.00,1600.00,M,M,-SN BR,M,M,M,M,M,M,18.98,KPIR 121342Z AUTO 36016KT 2SM -SN BR SCT011 OVC016 M01/M02 A2976 RMK AO2 UPB18E21SNB07E18B21 P0000 T10061017
IEN,2020-02-12 13:43,-102.5110,43.0225,1008.84,30.90,25.00,78.48,320.00,6.00,T,29.84,M,1.75,16.00,SCT,BKN,OVC,M,1700.00,3400.00,4300.00,M,-SN,M,M,M,M,M,M,24.21,KIEN 121343Z AUTO 32006G16KT 1 3/4SM -SN SCT017 BKN034 OVC043 M01/M04 A2984 RMK AO2 SNB33 P0000 T10061039
HON,2020-02-12 13:46,-98.2286,44.3852,384.37,28.90,24.10,82.00,350.00,13.00,T,29.77,M,7.00,M,SCT,BKN,OVC,M,1500.00,2000.00,3800.00,M,-SN,M,M,M,M,M,M,17.60,KHON 121346Z AUTO 35013KT 7SM -SN SCT015 BKN020 OVC038 M02/M04 A2977 RMK AO2 SNB45 PRESRR P0000 T10171044
ATY,2020-02-12 13:48,-97.1547,44.9140,525.88,17.60,15.80,92.50,360.00,20.00,T,29.76,M,3.00,M,OVC,M,M,M,900.00,M,M,M,BR,M,M,M,27.00,20.00,2020-02-12 13:27,0.01,KATY 121348Z AUTO 36020KT 3SM BR OVC009 M08/M09 A2976 RMK AO2 PK WND 02027/1327 SNB18E41 PRESRR P0000
IEN,2020-02-12 13:50,-102.5110,43.0225,1008.84,30.20,26.60,86.28,320.00,6.00,T,29.84,M,1.75,M,BKN,BKN,OVC,M,1900.00,3000.00,3700.00,M,-SN BR,M,M,M,M,M,M,23.36,KIEN 121350Z AUTO 32006KT 1 3/4SM -SN BR BKN019 BKN030 OVC037 M01/M03 A2984 RMK AO2 SNB33 P0000
RAP,2020-02-12 13:52,-103.0574,44.0453,964.71,28.00,23.00,81.25,340.00,27.00,T,29.88,1014.70,9.00,35.00,OVC,M,M,M,1300.00,M,M,M,-SN,M,M,M,40.00,340.00,2020-02-12 12:53,11.89,KRAP 121352Z 34027G35KT 9SM -SN OVC013 M02/M05 A2988 RMK AO2 PK WND 34040/1253 PRESRR SLP147 P0000 T10221050
IEN,2020-02-12 13:52,-102.5110,43.0225,1008.84,30.00,26.10,85.21,340.00,7.00,T,29.84,1013.40,1.75,M,BKN,BKN,OVC,M,1900.00,3000.00,3500.00,M,-SN BR,M,M,M,M,M,M,22.34,KIEN 121352Z AUTO 34007KT 1 3/4SM -SN BR BKN019 BKN030 OVC035 M01/M03 A2984 RMK AO2 SNB33 SLP134 P0000 T10111033
MBG,2020-02-12 13:52,-100.4078,45.5464,515.17,9.00,3.00,76.08,10.00,23.00,0.02,29.94,1016.90,0.50,37.00,VV ,M,M,M,1200.00,M,M,M,HZ,M,M,M,41.00,20.00,2020-02-12 12:55,-12.60,KMBG 121352Z AUTO 01023G37KT 1/2SM HZ VV012 M13/M16 A2994 RMK AO2 PK WND 02041/1255 PRESRR SLP169 P0002 T11281161 PWINO FZRANO
CUT,2020-02-12 13:53,-103.6114,43.7331,1686.81,24.10,16.00,70.81,350.00,9.00,T,29.74,1011.30,9.00,25.00,SCT,M,M,M,1700.00,M,M,M,-SN,M,M,M,37.00,350.00,2020-02-12 13:28,13.69,KCUT 121353Z AUTO 35009G25KT 9SM -SN SCT017 M04/M09 A2974 RMK AO2 PK WND 35037/1328 SNB50 SLP113 P0000 T10441089
ICR,2020-02-12 13:53,-99.8422,43.3903,611.93,34.00,24.10,66.72,280.00,7.00,0.00,29.74,1008.60,10.00,M,BKN,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,27.22,KICR 121353Z AUTO 28007KT 10SM BKN065 01/M04 A2974 RMK AO2 SLP086 T00111044
MHE,2020-02-12 13:53,-98.0386,43.7748,395.73,27.00,21.00,77.80,320.00,8.00,0.00,29.74,1008.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.95,KMHE 121353Z AUTO 32008KT 10SM CLR M03/M06 A2974 RMK AO2 SLP086 T10281061
