station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
MDS,2020-02-12 09:35,-97.0859,44.0160,520.80,28.40,28.40,100.00,230.00,14.00,0.00,29.71,M,10.00,M,SCT,BKN,OVC,M,5000.00,6500.00,7500.00,M,M,M,M,M,M,M,M,16.52,KMDS 120935Z AUTO 23014KT 10SM SCT050 BKN065 OVC075 M02/M02 A2971 RMK AO2
9V9,2020-02-12 09:35,-99.3183,43.7667,509.76,34.20,26.10,71.94,260.00,3.00,0.00,29.70,M,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,31.20,K9V9 120935Z AUTO 26003KT 10SM OVC090 01/M03 A2970 RMK AO2 T00121033
SPF,2020-02-12 09:35,-103.7830,44.4803,1186.17,32.00,24.80,74.44,280.00,17.00,0.00,29.74,M,10.00,24.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.08,KSPF 120935Z AUTO 28017G24KT 10SM 00/M04 A2974 RMK AO2
CUT,2020-02-12 09:38,-103.6114,43.7331,1686.81,26.10,18.00,71.04,290.00,10.00,0.00,29.69,M,10.00,17.00,SCT,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,15.57,KCUT 120938Z AUTO 29010G17KT 10SM SCT020 M03/M08 A2969 RMK AO2 T10331078
RAP,2020-02-12 09:52,-103.0574,44.0453,964.71,28.00,21.00,74.67,310.00,11.00,0.00,29.72,1008.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.41,KRAP 120952Z AUTO 31011KT 10SM CLR M02/M06 A2972 RMK AO2 SLP087 T10221061
IEN,2020-02-12 09:52,-102.5110,43.0225,1008.84,33.10,19.90,57.93,280.00,8.00,0.00,29.76,1009.50,10.00,M,FEW,OVC,M,M,7500.00,9500.00,M,M,M,M,M,M,M,M,M,25.47,KIEN 120952Z AUTO 28008KT 10SM FEW075 OVC095 01/M07 A2976 RMK AO2 SLP095 T00061067
MBG,2020-02-12 09:52,-100.4078,45.5464,515.17,32.00,26.10,78.58,360.00,5.00,T,29.65,1005.50,2.50,M,SCT,OVC,M,M,1300.00,1900.00,M,M,-SN,M,M,M,M,M,M,26.40,KMBG 120952Z AUTO 36005KT 2 1/2SM -SN SCT013 OVC019 00/M03 A2965 RMK AO2 SNE05B26 SLP055 P0000 T00001033
CUT,2020-02-12 09:53,-103.6114,43.7331,1686.81,26.10,18.00,71.04,290.00,11.00,0.00,29.68,1008.20,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,15.01,KCUT 120953Z AUTO 29011G19KT 10SM CLR M03/M08 A2968 RMK AO2 SLP082 T10331078
ICR,2020-02-12 09:53,-99.8422,43.3903,611.93,34.00,19.90,55.88,240.00,6.00,0.00,29.72,1007.60,10.00,M,FEW,FEW,M,M,7500.00,12000.00,M,M,M,M,M,M,M,M,M,27.94,KICR 120953Z AUTO 24006KT 10SM FEW075 FEW120 01/M07 A2972 RMK AO2 SLP076 T00111067
MHE,2020-02-12 09:53,-98.0386,43.7748,395.73,34.00,24.10,66.72,220.00,11.00,0.00,29.72,1007.60,10.00,M,OVC,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,24.99,KMHE 120953Z AUTO 22011KT 10SM OVC080 01/M04 A2972 RMK AO2 SLP076 T00111044
ABR,2020-02-12 09:53,-98.4200,45.4500,395.00,28.90,23.00,78.30,330.00,6.00,0.00,29.69,1006.90,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,21.80,KABR 120953Z AUTO 33006KT 10SM OVC055 M02/M05 A2969 RMK AO2 SLP069 T10171050
PIR,2020-02-12 09:53,-100.2860,44.3827,522.03,34.00,26.10,72.52,310.00,4.00,0.00,29.67,1006.00,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,29.76,KPIR 120953Z AUTO 31004KT 10SM OVC055 01/M03 A2967 RMK AO2 SLP060 T00111033
ATY,2020-02-12 09:53,-97.1547,44.9140,525.88,27.00,21.00,77.80,220.00,9.00,0.00,29.65,1006.40,10.00,M,FEW,SCT,BKN,M,7000.00,8000.00,10000.00,M,M,M,M,M,M,M,M,17.30,KATY 120953Z AUTO 22009KT 10SM FEW070 SCT080 BKN100 M03/M06 A2965 RMK AO2 SLP064 T10281061
MDS,2020-02-12 09:55,-97.0859,44.0160,520.80,30.20,30.20,100.00,230.00,13.00,0.00,29.71,M,10.00,20.00,FEW,OVC,M,M,4300.00,5500.00,M,M,M,M,M,M,M,M,M,19.26,KMDS 120955Z AUTO 23013G20KT 10SM FEW043 OVC055 M01/M01 A2971 RMK AO2
PHP,2020-02-12 09:55,-101.6000,44.0500,671.74,33.10,21.90,63.06,250.00,8.00,0.00,29.72,1007.40,10.00,M,FEW,BKN,M,M,9000.00,11000.00,M,M,M,M,M,M,M,M,M,25.47,KPHP 120955Z AUTO 25008KT 10SM FEW090 BKN110 01/M06 A2972 RMK AO2 SLP074 T00061056
9V9,2020-02-12 09:55,-99.3183,43.7667,509.76,34.20,25.70,70.76,270.00,6.00,0.00,29.71,M,10.00,M,SCT,BKN,BKN,M,7000.00,9000.00,11000.00,M,M,M,M,M,M,M,M,28.18,K9V9 120955Z AUTO 27006KT 10SM SCT070 BKN090 BKN110 01/M03 A2971 RMK AO2 T00121035
HON,2020-02-12 09:55,-98.2286,44.3852,384.37,30.90,23.00,72.18,210.00,5.00,0.00,29.69,1006.70,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,25.09,KHON 120955Z AUTO 21005KT 10SM OVC085 M01/M05 A2969 RMK AO2 SLP067 T10061050
SPF,2020-02-12 09:55,-103.7830,44.4803,1186.17,32.00,24.80,74.44,290.00,16.00,0.00,29.75,M,10.00,26.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.42,KSPF 120955Z AUTO 29016G26KT 10SM 00/M04 A2975 RMK AO2
2WX,2020-02-12 09:56,-103.5464,45.6044,919.07,32.00,27.00,81.55,330.00,22.00,0.00,29.70,1008.10,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.00,320.00,2020-02-12 09:34,18.58,K2WX 120956Z AUTO 33022KT 00/M03 A2970 RMK AO1 PK WND 32030/0934 SLP081 T00001028
8D3,2020-02-12 09:56,-96.9914,45.6689,351.81,30.00,21.90,71.48,300.00,11.00,0.00,29.66,1006.40,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.94,K8D3 120956Z AUTO 30011KT M01/M06 A2966 RMK AO1 SLP064 T10111056
D07,2020-02-12 09:56,-102.0200,45.0300,778.50,33.10,26.10,75.18,280.00,20.00,0.00,29.66,1007.00,M,27.00,M,M,M,M,M,M,M,M,M,M,M,M,27.00,280.00,2020-02-12 09:53,20.60,KD07 120956Z AUTO 28020G27KT 01/M03 A2966 RMK AO1 PK WND 28027/0953 SLP070 T00061033
FSD,2020-02-12 09:56,-96.7536,43.5769,428.94,32.00,23.00,69.04,220.00,9.00,0.00,29.74,1008.60,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.51,KFSD 120956Z AUTO 22009G17KT 10SM CLR 00/M05 A2974 RMK AO2 SLP086 T00001050
BKX,2020-02-12 09:56,-96.8169,44.3048,490.28,30.90,26.10,82.15,220.00,11.00,0.00,29.70,1008.80,10.00,M,FEW,OVC,M,M,5500.00,7000.00,M,M,M,M,M,M,M,M,M,21.08,KBKX 120956Z AUTO 22011KT 10SM FEW055 OVC070 M01/M03 A2970 RMK AO2 SLP088 T10061033 FZRANO
RCA,2020-02-12 09:56,-103.1036,44.1451,977.43,33.10,22.60,64.95,280.00,14.00,0.00,29.71,1008.30,10.00,M,FEW,M,M,M,17000.00,M,M,M,M,M,M,M,M,M,M,22.58,KRCA 120956Z 28014KT 10SM FEW170 01/M05 A2971 RMK AO2A SLP083 T00061052 $
YKN,2020-02-12 09:56,-97.3859,42.9167,389.54,33.10,24.10,69.17,210.00,13.00,0.00,29.76,1010.20,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.98,KYKN 120956Z AUTO 21013G18KT 10SM CLR 01/M04 A2976 RMK AO2 SLP102 T00061044 FZRANO
MBG,2020-02-12 09:59,-100.4078,45.5464,515.17,32.00,26.10,78.58,360.00,5.00,0.01,29.66,M,1.75,M,BKN,OVC,M,M,1300.00,1900.00,M,M,-SN,M,M,M,M,M,M,26.40,KMBG 120959Z AUTO 36005KT 1 3/4SM -SN BKN013 OVC019 00/M03 A2966 RMK AO2 P0001 T00001033
MDS,2020-02-12 10:15,-97.0859,44.0160,520.80,30.20,30.20,100.00,230.00,13.00,0.00,29.70,M,10.00,18.00,BKN,OVC,M,M,5500.00,6500.00,M,M,M,M,M,M,M,M,M,19.26,KMDS 121015Z AUTO 23013G18KT 10SM BKN055 OVC065 M01/M01 A2970 RMK AO2
9V9,2020-02-12 10:15,-99.3183,43.7667,509.76,34.00,25.50,70.73,270.00,7.00,0.00,29.72,M,10.00,M,SCT,SCT,M,M,9000.00,12000.00,M,M,M,M,M,M,M,M,M,27.22,K9V9 121015Z AUTO 27007KT 10SM SCT090 SCT120 01/M04 A2972 RMK AO2 T00111036
SPF,2020-02-12 10:15,-103.7830,44.4803,1186.17,32.00,24.80,74.44,280.00,15.00,0.00,29.75,M,10.00,22.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.78,KSPF 121015Z AUTO 28015G22KT 10SM 00/M04 A2975 RMK AO2
MBG,2020-02-12 10:24,-100.4078,45.5464,515.17,32.00,27.00,81.55,350.00,6.00,0.01,29.66,M,2.00,M,SCT,OVC,M,M,1300.00,2100.00,M,M,-SN,M,M,M,M,M,M,25.53,KMBG 121024Z AUTO 35006KT 2SM -SN SCT013 OVC021 00/M03 A2966 RMK AO2 P0001 T00001028
MDS,2020-02-12 10:35,-97.0859,44.0160,520.80,30.20,30.20,100.00,240.00,13.00,0.00,29.70,M,10.00,17.00,FEW,OVC,M,M,5500.00,7500.00,M,M,M,M,M,M,M,M,M,19.26,KMDS 121035Z AUTO 24013G17KT 10SM FEW055 OVC075 M01/M01 A2970 RMK AO2
9V9,2020-02-12 10:35,-99.3183,43.7667,509.76,33.40,25.50,72.45,270.00,7.00,0.00,29.71,M,10.00,M,BKN,BKN,M,M,7500.00,12000.00,M,M,M,M,M,M,M,M,M,26.49,K9V9 121035Z AUTO 27007KT 10SM BKN075 BKN120 01/M04 A2971 RMK AO2 T00081036
SPF,2020-02-12 10:35,-103.7830,44.4803,1186.17,32.00,26.60,80.22,290.00,19.00,0.00,29.75,M,10.00,25.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.44,KSPF 121035Z AUTO 29019G25KT 10SM 00/M03 A2975 RMK AO2
MBG,2020-02-12 10:37,-100.4078,45.5464,515.17,30.90,27.00,85.26,350.00,7.00,0.01,29.67,M,3.00,M,BKN,OVC,M,M,2500.00,4900.00,M,M,-SN BR,M,M,M,M,M,M,23.44,KMBG 121037Z AUTO 35007KT 3SM -SN BR BKN025 OVC049 M01/M03 A2967 RMK AO2 P0001 T10061028
RAP,2020-02-12 10:52,-103.0574,44.0453,964.71,33.10,23.00,66.06,310.00,17.00,0.00,29.72,1008.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.52,KRAP 121052Z AUTO 31017KT 10SM CLR 01/M05 A2972 RMK AO2 SLP086 T00061050
IEN,2020-02-12 10:52,-102.5110,43.0225,1008.84,32.00,21.90,65.92,270.00,6.00,0.00,29.77,1009.70,10.00,M,FEW,BKN,M,M,4800.00,11000.00,M,M,M,M,M,M,M,M,M,25.53,KIEN 121052Z AUTO 27006KT 10SM FEW048 BKN110 00/M06 A2977 RMK AO2 SLP097 T00001056
MBG,2020-02-12 10:52,-100.4078,45.5464,515.17,30.90,27.00,85.26,350.00,6.00,0.02,29.68,1006.60,2.00,M,BKN,OVC,M,M,900.00,2900.00,M,M,-SN BR,M,M,M,M,M,M,24.21,KMBG 121052Z AUTO 35006KT 2SM -SN BR BKN009 OVC029 M01/M03 A2968 RMK AO2 SLP066 P0002 T10061028
CUT,2020-02-12 10:53,-103.6114,43.7331,1686.81,26.10,17.10,68.34,310.00,7.00,0.00,29.69,1008.50,10.00,16.00,FEW,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,17.59,KCUT 121053Z AUTO 31007G16KT 10SM FEW026 M03/M08 A2969 RMK AO2 SLP085 T10331083
ICR,2020-02-12 10:53,-99.8422,43.3903,611.93,34.00,21.00,58.56,300.00,3.00,0.00,29.72,1007.50,10.00,M,SCT,OVC,M,M,6000.00,9000.00,M,M,M,M,M,M,M,M,M,30.97,KICR 121053Z AUTO 30003KT 10SM SCT060 OVC090 01/M06 A2972 RMK AO2 SLP075 T00111061
MHE,2020-02-12 10:53,-98.0386,43.7748,395.73,34.00,24.10,66.72,230.00,9.00,0.00,29.71,1007.20,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,26.00,KMHE 121053Z AUTO 23009KT 10SM OVC100 01/M04 A2971 RMK AO2 SLP072 T00111044
ABR,2020-02-12 10:53,-98.4200,45.4500,395.00,28.90,24.10,82.00,360.00,7.00,T,29.71,1007.60,6.00,M,SCT,OVC,M,M,1600.00,6000.00,M,M,-SN,M,M,M,M,M,M,21.00,KABR 121053Z AUTO 36007KT 6SM -SN SCT016 OVC060 M02/M04 A2971 RMK AO2 SNB39 SLP076 P0000 T10171044
PIR,2020-02-12 10:53,-100.2860,44.3827,522.03,34.00,25.00,69.28,280.00,10.00,0.00,29.69,1006.60,10.00,M,BKN,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,25.48,KPIR 121053Z AUTO 28010KT 10SM BKN065 01/M04 A2969 RMK AO2 SLP066 T00111039
ATY,2020-02-12 10:53,-97.1547,44.9140,525.88,27.00,21.00,77.80,240.00,5.00,0.00,29.66,1006.90,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,20.46,KATY 121053Z AUTO 24005KT 10SM OVC060 M03/M06 A2966 RMK AO2 SLP069 T10281061
MDS,2020-02-12 10:55,-97.0859,44.0160,520.80,30.20,30.20,100.00,220.00,12.00,0.00,29.70,M,10.00,17.00,BKN,OVC,M,M,5500.00,6500.00,M,M,M,M,M,M,M,M,M,19.71,KMDS 121055Z AUTO 22012G17KT 10SM BKN055 OVC065 M01/M01 A2970 RMK AO2
PHP,2020-02-12 10:55,-101.6000,44.0500,671.74,30.90,21.00,66.34,250.00,9.00,0.00,29.73,1007.80,10.00,M,BKN,M,M,M,4600.00,M,M,M,M,M,M,M,M,M,M,22.15,KPHP 121055Z AUTO 25009KT 10SM BKN046 M01/M06 A2973 RMK AO2 SLP078 T10061061
9V9,2020-02-12 10:55,-99.3183,43.7667,509.76,32.70,25.70,75.14,270.00,9.00,0.00,29.71,M,10.00,M,SCT,BKN,OVC,M,7500.00,9000.00,12000.00,M,M,M,M,M,M,M,M,24.38,K9V9 121055Z AUTO 27009KT 10SM SCT075 BKN090 OVC120 00/M03 A2971 RMK AO2 T00041035
HON,2020-02-12 10:55,-98.2286,44.3852,384.37,30.00,23.00,74.87,0.00,0.00,0.00,29.69,1006.90,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,M,KHON 121055Z AUTO 00000KT 10SM OVC070 M01/M05 A2969 RMK AO2 SLP069 T10111050
SPF,2020-02-12 10:55,-103.7830,44.4803,1186.17,30.20,28.40,92.92,310.00,24.00,0.00,29.78,M,3.00,31.00,M,M,M,M,M,M,M,M,+UP,M,M,M,M,M,M,15.63,KSPF 121055Z AUTO 31024G31KT 3SM +UP M01/M02 A2978 RMK AO2
2WX,2020-02-12 10:56,-103.5464,45.6044,919.07,28.90,24.10,82.00,340.00,21.00,0.00,29.77,1010.90,M,32.00,M,M,M,M,M,M,M,M,M,M,M,M,36.00,330.00,2020-02-12 09:59,14.72,K2WX 121056Z AUTO 34021G32KT M02/M04 A2977 RMK AO1 PK WND 33036/0959 PRESRR SLP109 T10171044
D07,2020-02-12 10:56,-102.0200,45.0300,778.50,32.00,28.90,88.17,290.00,18.00,0.00,29.67,1007.60,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.00,280.00,2020-02-12 10:25,19.75,KD07 121056Z AUTO 29018KT 00/M02 A2967 RMK AO1 PK WND 28028/1025 SLP076 T00001017
FSD,2020-02-12 10:56,-96.7536,43.5769,428.94,32.00,24.10,72.30,210.00,8.00,0.00,29.73,1008.20,10.00,M,FEW,OVC,M,M,7000.00,9000.00,M,M,M,M,M,M,M,M,M,24.11,KFSD 121056Z 21008KT 10SM FEW070 OVC090 00/M04 A2973 RMK AO2 SLP082 T00001044
BKX,2020-02-12 10:56,-96.8169,44.3048,490.28,30.90,26.10,82.15,210.00,12.00,0.00,29.69,1008.50,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,20.60,KBKX 121056Z AUTO 21012KT 10SM OVC070 M01/M03 A2969 RMK AO2 SLP085 T10061033 FZRANO
RCA,2020-02-12 10:56,-103.1036,44.1451,977.43,34.00,23.90,66.17,300.00,24.00,0.00,29.71,1008.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,31.00,330.00,2020-02-12 10:54,20.76,KRCA 121056Z AUTO 30024KT 10SM CLR 01/M04 A2971 RMK AO2 PK WND 33031/54 SLP083 T00111045 $
YKN,2020-02-12 10:56,-97.3859,42.9167,389.54,32.00,24.10,72.30,220.00,12.00,0.00,29.75,1009.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.00,KYKN 121056Z AUTO 22012KT 10SM CLR 00/M04 A2975 RMK AO2 SLP098 T00001044 FZRANO
ABR,2020-02-12 11:00,-98.4200,45.4500,395.00,28.90,24.10,82.00,350.00,7.00,T,29.72,M,6.00,M,BKN,OVC,M,M,1600.00,6000.00,M,M,-SN,M,M,M,M,M,M,21.00,KABR 121100Z AUTO 35007KT 6SM -SN BKN016 OVC060 M02/M04 A2972 RMK AO2 P0000 T10171044
MBG,2020-02-12 11:02,-100.4078,45.5464,515.17,30.90,27.00,85.26,360.00,8.00,T,29.68,M,5.00,M,BKN,OVC,M,M,900.00,2900.00,M,M,-SN BR,M,M,M,M,M,M,22.76,KMBG 121102Z AUTO 36008KT 5SM -SN BR BKN009 OVC029 M01/M03 A2968 RMK AO2 P0000 T10061028
RCA,2020-02-12 11:08,-103.1036,44.1451,977.43,33.80,24.80,69.25,300.00,22.00,0.00,29.72,1008.90,10.00,32.00,SCT,M,M,M,16000.00,M,M,M,M,M,M,M,M,M,M,20.99,KRCA 121108Z 30022G32KT 10SM SCT160 01/M04 A2972 RMK SLP089 $
MDS,2020-02-12 11:15,-97.0859,44.0160,520.80,28.40,28.40,100.00,230.00,9.00,0.00,29.70,M,10.00,M,BKN,OVC,M,M,6500.00,7500.00,M,M,M,M,M,M,M,M,M,19.04,KMDS 121115Z AUTO 23009KT 10SM BKN065 OVC075 M02/M02 A2970 RMK AO2
9V9,2020-02-12 11:15,-99.3183,43.7667,509.76,32.40,26.20,77.64,270.00,7.00,0.00,29.72,M,10.00,M,BKN,OVC,M,M,8000.00,9000.00,M,M,M,M,M,M,M,M,M,25.27,K9V9 121115Z AUTO 27007KT 10SM BKN080 OVC090 00/M03 A2972 RMK AO2 T00021032
SPF,2020-02-12 11:15,-103.7830,44.4803,1186.17,30.20,26.60,86.28,300.00,17.00,0.00,29.80,M,10.00,23.00,M,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,17.72,KSPF 121115Z AUTO 30017G23KT 10SM -RA M01/M03 A2980 RMK AO2
RCA,2020-02-12 11:21,-103.1036,44.1451,977.43,33.80,24.80,69.25,320.00,24.00,0.00,29.72,1008.90,10.00,32.00,FEW,SCT,M,M,2200.00,16000.00,M,M,-SN,M,M,M,M,M,M,20.49,KRCA 121121Z 32024G32KT 10SM -SN FEW022 SCT160 01/M04 A2972 RMK AO2A SNB20 SLP089 $
MBG,2020-02-12 11:28,-100.4078,45.5464,515.17,32.00,27.00,81.55,10.00,11.00,T,29.70,M,2.00,M,OVC,M,M,M,800.00,M,M,M,-SN,M,M,M,M,M,M,22.47,KMBG 121128Z AUTO 01011KT 2SM -SN OVC008 00/M03 A2970 RMK AO2 P0000 T00001028
MDS,2020-02-12 11:35,-97.0859,44.0160,520.80,30.20,30.20,100.00,230.00,11.00,0.00,29.69,M,10.00,M,BKN,OVC,M,M,6500.00,7500.00,M,M,M,M,M,M,M,M,M,20.19,KMDS 121135Z AUTO 23011KT 10SM BKN065 OVC075 M01/M01 A2969 RMK AO2
9V9,2020-02-12 11:35,-99.3183,43.7667,509.76,32.40,26.10,77.32,240.00,5.00,0.00,29.71,M,10.00,M,SCT,OVC,M,M,6500.00,8000.00,M,M,M,M,M,M,M,M,M,26.87,K9V9 121135Z AUTO 24005KT 10SM SCT065 OVC080 00/M03 A2971 RMK AO2 T00021033
SPF,2020-02-12 11:35,-103.7830,44.4803,1186.17,30.20,26.60,86.28,310.00,19.00,0.00,29.82,M,10.00,27.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.06,KSPF 121135Z AUTO 31019G27KT 10SM M01/M03 A2982 RMK AO2
RCA,2020-02-12 11:36,-103.1036,44.1451,977.43,32.00,28.40,86.39,310.00,28.00,0.00,29.74,1009.90,3.00,40.00,BKN,BKN,M,M,2400.00,16000.00,M,M,-SN BR,M,M,M,M,M,M,17.12,KRCA 121136Z 31028G40KT 3SM -SN BR BKN024 BKN160 00/M02 A2974 RMK AO2A UPB20E23RAB23E26SNB26 CIG 024V160 PRESRR SLP099 $
MBG,2020-02-12 11:43,-100.4078,45.5464,515.17,30.90,27.00,85.26,10.00,14.00,0.01,29.72,M,1.50,22.00,SCT,BKN,OVC,M,800.00,1200.00,1800.00,M,-SN BR,M,M,M,M,M,M,19.74,KMBG 121143Z AUTO 01014G22KT 1 1/2SM -SN BR SCT008 BKN012 OVC018 M01/M03 A2972 RMK AO2 P0001 T10061028
ABR,2020-02-12 11:46,-98.4200,45.4500,395.00,30.00,27.00,88.44,360.00,13.00,T,29.75,M,2.00,M,FEW,OVC,M,M,1500.00,2500.00,M,M,-SN BR,M,M,M,M,M,M,19.01,KABR 121146Z AUTO 36013KT 2SM -SN BR FEW015 OVC025 M01/M03 A2975 RMK AO2 P0000 T10111028
RAP,2020-02-12 11:52,-103.0574,44.0453,964.71,32.00,27.00,81.55,320.00,27.00,T,29.76,1010.30,4.00,42.00,FEW,BKN,M,M,900.00,3000.00,M,M,-SN,M,M,M,46.00,320.00,2020-02-12 11:35,17.34,KRAP 121152Z AUTO 32027G42KT 4SM -SN FEW009 BKN030 00/M03 A2976 RMK AO2 PK WND 32046/1135 UPB37E40SNB40 SLP103 P0000 60000 T00001028 10022 21028 53016
IEN,2020-02-12 11:52,-102.5110,43.0225,1008.84,30.90,24.10,75.59,300.00,10.00,0.00,29.77,1010.30,10.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.59,KIEN 121152Z AUTO 30010G15KT 10SM CLR M01/M04 A2977 RMK AO2 SLP103 T10061044 10006 21011 53004
MBG,2020-02-12 11:52,-100.4078,45.5464,515.17,27.00,21.90,80.83,20.00,30.00,0.01,29.73,1008.60,1.00,39.00,BKN,OVC,M,M,1200.00,1800.00,M,M,-SN,M,M,M,39.00,20.00,2020-02-12 11:52,9.82,KMBG 121152Z AUTO 02030G39KT 1SM -SN BKN012 OVC018 M03/M06 A2973 RMK AO2 PK WND 02039/1152 SLP086 P0001 60003 70003 T10281056 10006 21028 53027
CUT,2020-02-12 11:53,-103.6114,43.7331,1686.81,25.00,18.00,74.36,310.00,10.00,0.00,29.70,1009.40,10.00,20.00,FEW,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,14.19,KCUT 121153Z AUTO 31010G20KT 10SM FEW110 M04/M08 A2970 RMK AO2 SLP094 T10391078 11028 21056 53004
ICR,2020-02-12 11:53,-99.8422,43.3903,611.93,36.00,21.90,56.18,300.00,9.00,0.00,29.73,1007.90,10.00,M,BKN,OVC,M,M,5500.00,8000.00,M,M,M,M,M,M,M,M,M,28.49,KICR 121153Z AUTO 30009KT 10SM BKN055 OVC080 02/M06 A2973 RMK AO2 SLP079 T00221056 10028 20011 51006
MHE,2020-02-12 11:53,-98.0386,43.7748,395.73,34.00,24.10,66.72,260.00,8.00,0.00,29.72,1007.70,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,26.58,KMHE 121153Z AUTO 26008KT 10SM OVC070 01/M04 A2972 RMK AO2 SLP077 T00111044 10017 20006 53001
ABR,2020-02-12 11:53,-98.4200,45.4500,395.00,30.00,27.00,88.44,360.00,14.00,T,29.76,1009.10,2.00,M,SCT,OVC,M,M,1500.00,2600.00,M,M,-SN BR,M,M,M,M,M,M,18.58,KABR 121153Z AUTO 36014KT 2SM -SN BR SCT015 OVC026 M01/M03 A2976 RMK AO2 SLP091 P0000 60000 T10111028 11011 21044 53023
PIR,2020-02-12 11:53,-100.2860,44.3827,522.03,33.10,25.00,71.82,280.00,9.00,0.00,29.71,1007.30,10.00,M,BKN,OVC,M,M,5000.00,6500.00,M,M,M,M,M,M,M,M,M,24.88,KPIR 121153Z AUTO 28009KT 10SM BKN050 OVC065 01/M04 A2971 RMK AO2 SLP073 T00061039 10017 20000 53009
ATY,2020-02-12 11:53,-97.1547,44.9140,525.88,28.00,21.00,74.67,280.00,7.00,0.00,29.69,1007.60,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,19.90,KATY 121153Z AUTO 28007KT 10SM OVC060 M02/M06 A2969 RMK AO2 SLP076 T10221061 11011 21028 53013
MBG,2020-02-12 11:54,-100.4078,45.5464,515.17,26.10,21.00,80.75,20.00,28.00,T,29.73,M,0.75,39.00,FEW,SCT,OVC,M,600.00,1100.00,2000.00,M,-SN,M,M,M,36.00,20.00,2020-02-12 11:54,9.05,KMBG 121154Z AUTO 02028G39KT 3/4SM -SN FEW006 SCT011 OVC020 M03/M06 A2973 RMK AO2 PK WND 02036/1154 PRESRR P0000 T10331061
MDS,2020-02-12 11:55,-97.0859,44.0160,520.80,30.20,30.20,100.00,240.00,10.00,0.00,29.69,M,10.00,M,SCT,OVC,M,M,6500.00,7500.00,M,M,M,M,M,M,M,M,M,20.71,KMDS 121155Z AUTO 24010KT 10SM SCT065 OVC075 M01/M01 A2969 RMK AO2
PHP,2020-02-12 11:55,-101.6000,44.0500,671.74,36.00,26.10,66.97,280.00,12.00,0.00,29.74,1008.30,10.00,M,FEW,OVC,M,M,3300.00,4300.00,M,M,M,M,M,M,M,M,M,27.09,KPHP 121155Z AUTO 28012KT 10SM FEW033 OVC043 02/M03 A2974 RMK AO2 SLP083 T00221033 10022 21006 53009
9V9,2020-02-12 11:55,-99.3183,43.7667,509.76,32.90,26.60,77.37,300.00,7.00,0.00,29.73,M,10.00,M,SCT,OVC,M,M,5500.00,8000.00,M,M,M,M,M,M,M,M,M,25.88,K9V9 121155Z AUTO 30007KT 10SM SCT055 OVC080 01/M03 A2973 RMK AO2 T00051030 10025 20000
