station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
FOZ,2020-02-12 15:13,-93.6502,47.7828,411.00,6.80,-2.20,65.87,360.00,6.00,0.00,29.92,M,10.00,18.00,SCT,OVC,M,M,5500.00,8000.00,M,M,M,M,M,M,M,M,M,-4.82,KFOZ 121513Z AUTO 36006G18KT 10SM SCT055 OVC080 M14/M19 A2992 RMK AO2
ETH,2020-02-12 15:13,-96.5435,45.7805,313.00,1.40,-2.20,84.43,330.00,25.00,0.00,29.97,M,0.50,30.00,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,-23.62,KETH 121513Z AUTO 33025G30KT 1/2SM -SN M17/M19 A2997 RMK AO2
ORB,2020-02-12 15:13,-92.8560,48.0159,397.00,5.00,-2.20,71.50,310.00,7.00,0.00,29.83,M,10.00,M,SCT,SCT,BKN,M,1900.00,3800.00,7000.00,M,M,M,M,M,M,M,M,-8.13,KORB 121513Z AUTO 31007KT 270V340 10SM SCT019 SCT038 BKN070 M15/M19 A2983 RMK AO2
HIB,2020-02-12 15:14,-92.8390,47.3866,412.00,12.90,7.00,76.82,340.00,20.00,T,29.76,M,0.50,27.00,FEW,BKN,OVC,M,1400.00,2300.00,5500.00,M,SN,M,M,M,27.00,350.00,2020-02-12 15:10,-6.23,KHIB 121514Z AUTO 34020G27KT 1/2SM SN FEW014 BKN023 OVC055 M11/M14 A2976 RMK AO2 PK WND 35027/1510 P0000 T11061139
FOZ,2020-02-12 15:14,-93.6502,47.7828,411.00,6.80,-2.20,65.87,350.00,6.00,0.00,29.92,M,10.00,18.00,SCT,BKN,M,M,5500.00,8000.00,M,M,M,M,M,M,M,M,M,-4.82,KFOZ 121514Z AUTO 35006G18KT 10SM SCT055 BKN080 M14/M19 A2992 RMK AO2
ETH,2020-02-12 15:14,-96.5435,45.7805,313.00,1.40,-2.20,84.43,330.00,27.00,0.00,29.97,M,0.50,33.00,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,-24.36,KETH 121514Z AUTO 33027G33KT 1/2SM -SN M17/M19 A2997 RMK AO2
SGS,2020-02-12 15:15,-93.0329,44.8571,250.00,31.50,22.10,67.83,210.00,6.00,0.00,29.77,M,10.00,M,BKN,BKN,M,M,7000.00,9000.00,M,M,M,M,M,M,M,M,M,24.93,KSGS 121515Z AUTO 21006KT 10SM BKN070 BKN090 00/M05 A2977 RMK AO2 T10031055
AEL,2020-02-12 15:15,-93.3672,43.6815,383.00,30.20,23.00,74.26,210.00,10.00,0.00,29.80,M,10.00,16.00,OVC,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,20.71,KAEL 121515Z AUTO 21010G16KT 10SM OVC095 M01/M05 A2980 RMK AO2
PNM,2020-02-12 15:15,-93.6082,45.5599,298.00,30.20,24.80,80.07,300.00,10.00,0.00,29.74,M,10.00,15.00,SCT,M,M,M,2500.00,M,M,M,M,M,M,M,M,M,M,20.71,KPNM 121515Z AUTO 30010G15KT 10SM SCT025 M01/M04 A2974 RMK AO2
GHW,2020-02-12 15:15,-95.3204,45.6439,425.00,19.40,17.60,92.57,330.00,14.00,0.00,29.80,M,3.00,M,BKN,BKN,M,M,3100.00,7000.00,M,M,-SN,M,M,M,M,M,M,4.92,KGHW 121515Z AUTO 33014KT 3SM -SN BKN031 BKN070 M07/M08 A2980 RMK AO2
ULM,2020-02-12 15:15,-94.5000,44.3200,308.00,30.20,24.80,80.07,0.00,0.00,0.00,29.77,M,10.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,M,KULM 121515Z AUTO 00000KT 10SM OVC075 M01/M04 A2977 RMK AO2
AIT,2020-02-12 15:15,-93.6768,46.5484,367.00,24.80,19.40,79.62,330.00,8.00,0.00,29.75,M,3.00,17.00,OVC,M,M,M,1500.00,M,M,M,-SN,M,M,M,M,M,M,15.24,KAIT 121515Z AUTO 33008G17KT 3SM -SN OVC015 M04/M07 A2975 RMK AO2
AUM,2020-02-12 15:15,-92.9333,43.6647,375.00,30.20,23.00,74.26,200.00,12.00,0.00,29.81,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.71,KAUM 121515Z AUTO 20012G16KT 10SM CLR M01/M05 A2981 RMK AO2
JMR,2020-02-12 15:15,-93.2718,45.8861,309.00,26.60,21.20,79.77,330.00,9.00,0.00,29.74,M,7.00,M,BKN,M,M,M,700.00,M,M,M,-RA,M,M,M,M,M,M,16.80,KJMR 121515Z AUTO 33009KT 7SM -RA BKN007 M03/M06 A2974 RMK AO2
MVE,2020-02-12 15:15,-95.7103,44.9691,315.00,10.40,5.00,78.35,360.00,18.00,0.00,29.85,M,2.00,29.00,OVC,M,M,M,800.00,M,M,M,-SN,M,M,M,M,M,M,-8.69,KMVE 121515Z AUTO 36018G29KT 2SM -SN OVC008 M12/M15 A2985 RMK AO2
PQN,2020-02-12 15:15,-96.3004,43.9821,529.00,28.40,26.60,92.86,60.00,5.00,0.00,29.76,M,10.00,M,BKN,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,22.12,KPQN 121515Z AUTO 06005KT 10SM BKN065 M02/M03 A2976 RMK AO2
RGK,2020-02-12 15:15,-92.4868,44.5915,239.00,30.20,21.20,68.83,250.00,6.00,0.00,29.78,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,23.36,KRGK 121515Z AUTO 25006KT 10SM OVC100 M01/M06 A2978 RMK AO2
BFW,2020-02-12 15:15,-91.4098,47.2521,333.57,24.80,15.80,68.18,310.00,5.00,0.00,29.67,M,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,17.84,KBFW 121515Z AUTO 31005KT 10SM OVC070 M04/M09 A2967 RMK AO2
BJI,2020-02-12 15:15,-94.9337,47.5094,420.00,2.10,-5.80,68.79,360.00,15.00,0.00,29.93,M,7.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,-17.98,KBJI 121515Z AUTO 36015KT 7SM OVC075 M17/M21 A2993 RMK AO2 T11661210
CBG,2020-02-12 15:15,-93.2642,45.5575,287.00,33.80,21.20,59.53,280.00,7.00,0.00,29.73,M,10.00,M,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,26.97,KCBG 121515Z AUTO 28007KT 10SM SCT060 01/M06 A2973 RMK AO2
COQ,2020-02-12 15:15,-92.5036,46.7011,390.00,24.80,19.40,79.62,310.00,11.00,0.00,29.70,M,4.00,15.00,BKN,BKN,OVC,M,1700.00,3800.00,6000.00,M,-SN,M,M,M,M,M,M,13.37,KCOQ 121515Z AUTO 31011G15KT 4SM -SN BKN017 BKN038 OVC060 M04/M07 A2970 RMK AO2
DTL,2020-02-12 15:15,-95.8856,46.8252,426.00,6.80,1.40,78.01,350.00,23.00,0.00,29.94,M,4.00,33.00,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,-15.56,KDTL 121515Z AUTO 35023G33KT 4SM HZ CLR M14/M17 A2994 RMK AO2
FSE,2020-02-12 15:15,-95.7735,47.5928,389.00,-5.80,-13.00,70.19,350.00,23.00,0.00,30.01,M,2.00,26.00,BKN,M,M,M,1200.00,M,M,M,HZ,M,M,M,M,M,M,-32.50,KFSE 121515Z AUTO 35023G26KT 2SM HZ BKN012 M21/M25 A3001 RMK AO2
HCD,2020-02-12 15:15,-94.3825,44.8599,323.00,31.60,26.40,80.85,300.00,8.00,0.00,29.75,M,10.00,M,BKN,OVC,M,M,6000.00,7000.00,M,M,M,M,M,M,M,M,M,23.62,KHCD 121515Z AUTO 30008KT 10SM BKN060 OVC070 00/M03 A2975 RMK AO2 T10021031
BDH,2020-02-12 15:15,-95.1304,45.1177,247.00,23.00,19.40,85.85,310.00,16.00,0.00,29.80,M,7.00,M,SCT,BKN,OVC,M,900.00,2800.00,4500.00,M,M,M,M,M,M,M,M,8.69,KBDH 121515Z AUTO 31016KT 7SM SCT009 BKN028 OVC045 M05/M07 A2980 RMK AO2
BBB,2020-02-12 15:15,-95.6506,45.3319,317.00,10.40,6.80,85.05,360.00,20.00,0.00,29.83,M,1.25,30.00,OVC,M,M,M,700.00,M,M,M,BR,M,M,M,M,M,M,-9.55,KBBB 121515Z AUTO 36020G30KT 1 1/4SM BR OVC007 M12/M14 A2983 RMK AO2
CKC,2020-02-12 15:15,-90.3829,47.8383,548.00,17.60,12.20,79.00,330.00,12.00,0.00,29.61,M,2.00,22.00,SCT,BKN,OVC,M,1700.00,2400.00,6500.00,M,-SN,M,M,M,M,M,M,3.67,KCKC 121515Z AUTO 33012G22KT 2SM -SN SCT017 BKN024 OVC065 M08/M11 A2961 RMK AO2
CQM,2020-02-12 15:15,-92.6894,47.8219,404.00,6.80,-0.40,71.71,340.00,11.00,0.00,29.83,M,10.00,18.00,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,-9.38,KCQM 121515Z AUTO 34011G18KT 301V001 10SM OVC060 M14/M18 A2983 RMK AO2
DXX,2020-02-12 15:15,-96.1779,44.9864,330.00,12.20,8.60,85.17,330.00,28.00,0.00,29.88,M,0.50,33.00,OVC,M,M,M,800.00,M,M,M,UP,M,M,M,M,M,M,-9.95,KDXX 121515Z AUTO 33028G33KT 1/2SM UP OVC008 M11/M13 A2988 RMK AO2
DYT,2020-02-12 15:15,-92.0434,46.7219,186.00,26.60,21.20,79.77,250.00,6.00,0.00,29.74,M,7.00,M,SCT,BKN,OVC,M,3700.00,5000.00,6000.00,M,-SN,M,M,M,M,M,M,19.03,KDYT 121515Z AUTO 25006KT 7SM -SN SCT037 BKN050 OVC060 M03/M06 A2974 RMK AO2
JYG,2020-02-12 15:15,-94.5579,43.9863,325.00,30.20,24.80,80.07,250.00,12.00,0.00,29.78,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.71,KJYG 121515Z 25012KT 10SM M01/M04 A2978 RMK AO2 PWINO
LVN,2020-02-12 15:15,-93.2273,44.6252,293.00,30.20,24.80,80.07,230.00,7.00,0.00,29.76,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,22.59,KLVN 121515Z AUTO 23007KT 10SM OVC060 M01/M04 A2976 RMK AO2
MWM,2020-02-12 15:15,-95.1094,43.9134,430.00,28.40,24.80,86.18,240.00,9.00,0.00,29.77,M,10.00,M,OVC,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,19.04,KMWM 121515Z AUTO 24009KT 10SM OVC080 M02/M04 A2977 RMK AO2
PWC,2020-02-12 15:15,-94.3817,46.7248,395.00,15.80,8.60,72.73,350.00,16.00,0.00,29.85,M,4.00,21.00,SCT,BKN,M,M,2000.00,9000.00,M,M,HZ,M,M,M,M,M,M,-0.70,KPWC 121515Z AUTO 35016G21KT 4SM HZ SCT020 BKN090 M09/M13 A2985 RMK AO2
VVV,2020-02-12 15:15,-96.4244,45.3057,335.00,6.80,3.20,84.80,330.00,27.00,0.00,29.91,M,M,32.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-17.00,KVVV 121515Z AUTO 33027G32KT M14/M16 A2991 RMK AO2 PWINO
HZX,2020-02-12 15:15,-93.3098,46.6188,374.00,26.60,23.00,86.07,340.00,12.00,0.00,29.75,M,4.00,16.00,BKN,OVC,M,M,1500.00,2100.00,M,M,M,M,M,M,M,M,M,15.13,KHZX 121515Z AUTO 34012G16KT 4SM BKN015 OVC021 M03/M05 A2975 RMK AO2
GDB,2020-02-12 15:15,-95.5560,44.7533,319.00,16.70,12.70,83.96,320.00,14.00,0.00,29.84,M,3.00,18.00,BKN,OVC,M,M,1700.00,2400.00,M,M,BR,M,M,M,M,M,M,1.44,KGDB 121515Z AUTO 32014G18KT 3SM BR BKN017 OVC024 M08/M11 A2984 RMK AO2 T10851107
CFE,2020-02-12 15:15,-93.8433,45.1590,295.00,31.60,24.30,74.09,M,M,0.00,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KCFE 121515Z 10SM CLR 00/M04 A2975 RMK AO2 T10021043
LYV,2020-02-12 15:15,-96.2158,43.6212,436.00,30.20,24.80,80.07,150.00,3.00,0.00,29.78,M,10.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,26.63,KLYV 121515Z AUTO 15003KT 10SM OVC075 M01/M04 A2978 RMK AO2
SYN,2020-02-12 15:15,-93.0163,44.4755,280.00,30.40,23.40,74.91,230.00,13.00,0.00,29.76,M,10.00,M,SCT,OVC,M,M,9500.00,11000.00,M,M,M,M,M,M,M,M,M,19.52,KSYN 121515Z AUTO 23013KT 10SM SCT095 OVC110 M01/M05 A2976 RMK AO2 T10091048
PEX,2020-02-12 15:15,-94.7466,45.3723,360.00,28.40,26.60,92.86,340.00,10.00,0.00,29.76,M,10.00,M,SCT,BKN,OVC,M,2400.00,3100.00,4800.00,M,M,M,M,M,M,M,M,18.45,KPEX 121515Z AUTO 34010KT 10SM SCT024 BKN031 OVC048 M02/M03 A2976 RMK AO2 AO2
21D,2020-02-12 15:15,-92.8557,44.9975,284.40,32.00,23.00,69.04,220.00,6.00,0.00,29.76,M,10.00,M,SCT,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,25.53,K21D 121515Z AUTO 22006KT 10SM SCT070 00/M05 A2976 RMK AO2 TSNO
14Y,2020-02-12 15:15,-94.8739,45.8983,406.00,24.80,21.20,85.96,320.00,13.00,0.00,29.77,M,2.50,18.00,BKN,OVC,M,M,1400.00,2100.00,M,M,-SN,M,M,M,M,M,M,12.34,K14Y 121515Z AUTO 32013G18KT 2 1/2SM -SN BKN014 OVC021 M04/M06 A2977 RMK AO2
9MN,2020-02-12 15:15,-92.4831,44.0198,355.00,29.30,19.40,66.13,210.00,15.00,0.00,29.79,M,10.00,21.00,BKN,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,17.28,K9MN 121515Z AUTO 21015G21KT 10SM BKN095 M01/M07 A2979 RMK AO1 T10151070
D39,2020-02-12 15:15,-94.9334,45.7066,379.20,24.10,21.00,87.76,320.00,13.00,0.00,29.77,M,2.50,M,M,M,M,M,M,M,M,M,-SN,M,M,M,M,M,M,11.45,KD39 121515Z AUTO 32013KT 2 1/2SM -SN M04/M06 A2977 RMK AO2 VIS 1 1/2V3 T10441061
ADC,2020-02-12 15:15,-95.2109,46.4503,418.00,17.60,10.40,72.93,10.00,12.00,0.00,29.83,M,5.00,24.00,SCT,BKN,OVC,M,1900.00,3700.00,8000.00,M,HZ,M,M,M,M,M,M,3.67,KADC 121515Z AUTO 01012G24KT 5SM HZ SCT019 BKN037 OVC080 M08/M12 A2983 RMK AO2
FKA,2020-02-12 15:15,-92.1797,43.6767,389.00,25.70,17.60,70.99,210.00,12.00,0.00,29.83,M,10.00,15.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,13.98,KFKA 121515Z AUTO 21012G15KT 10SM CLR M03/M08 A2983 RMK AO2 T10351080
OVL,2020-02-12 15:15,-95.0328,44.7786,328.00,24.80,21.20,85.96,310.00,16.00,0.00,29.77,M,5.00,21.00,SCT,OVC,M,M,700.00,5000.00,M,M,BR,M,M,M,M,M,M,11.03,KOVL 121515Z AUTO 31016G21KT 5SM BR SCT007 OVC050 M04/M06 A2977 RMK AO2
EVM,2020-02-12 15:15,-92.4981,47.4251,421.00,14.90,9.10,77.36,10.00,10.00,0.00,29.76,M,5.00,19.00,SCT,BKN,OVC,M,1300.00,3000.00,4400.00,M,-SN,M,M,M,M,M,M,1.52,KEVM 121515Z AUTO 01010G19KT 5SM -SN SCT013 BKN030 OVC044 M09/M13 A2976 RMK AO2 T10951127
CKN,2020-02-12 15:15,-96.6214,47.8417,273.00,-13.00,-18.40,76.02,360.00,28.00,0.00,30.15,M,0.25,33.00,BKN,OVC,M,M,500.00,1000.00,M,M,-SN,M,M,M,M,M,M,-44.41,KCKN 121515Z AUTO 36028G33KT 1/4SM -SN BKN005 OVC010 M25/M28 A3015 RMK AO2
FBL,2020-02-12 15:15,-93.3108,44.3247,322.00,28.40,24.80,86.18,200.00,10.00,0.00,29.78,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.45,KFBL 121515Z 20010KT 10SM M02/M04 A2978 RMK AO2
FFM,2020-02-12 15:15,-96.1567,46.2844,361.00,-0.40,-5.80,77.32,350.00,24.00,0.00,29.94,M,1.00,33.00,OVC,M,M,M,900.00,M,M,M,HZ,M,M,M,M,M,M,-25.65,KFFM 121515Z AUTO 35024G33KT 1SM HZ OVC009 M18/M21 A2994 RMK AO2
LJF,2020-02-12 15:15,-94.5072,45.0971,348.00,32.00,24.80,74.44,320.00,9.00,0.00,29.76,M,10.00,14.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.51,KLJF 121515Z AUTO 32009G14KT 10SM 00/M04 A2976 RMK AO2
LXL,2020-02-12 15:15,-94.3469,45.9492,351.00,28.40,24.80,86.18,330.00,7.00,0.00,29.77,M,7.00,16.00,BKN,OVC,M,M,1400.00,2100.00,M,M,M,M,M,M,M,M,M,20.39,KLXL 121515Z AUTO 33007G16KT 7SM BKN014 OVC021 M02/M04 A2977 RMK AO2
MGG,2020-02-12 15:15,-93.9856,45.2360,313.00,32.00,25.70,77.28,0.00,0.00,0.00,29.75,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KMGG 121515Z AUTO 00000KT 10SM 00/M03 A2975 RMK AO2 T00001035
JKJ,2020-02-12 15:15,-96.6640,46.8393,280.00,-7.60,-14.80,69.96,350.00,33.00,0.00,30.07,M,M,37.00,OVC,M,M,M,200.00,M,M,M,M,M,M,M,M,M,M,-38.84,KJKJ 121515Z AUTO 35033G37KT OVC002 M22/M26 A3007 RMK AO2 PWINO
CNB,2020-02-12 15:15,-96.2660,44.7295,363.00,14.00,10.00,83.77,300.00,21.00,0.00,29.88,M,1.50,28.00,BKN,BKN,OVC,M,800.00,2300.00,3100.00,M,-SN,M,M,M,M,M,M,-5.15,KCNB 121515Z AUTO 30021G28KT 270V340 1 1/2SM -SN BKN008 BKN023 OVC031 M10/M12 A2988 RMK AO2 T11001122
3N8,2020-02-12 15:15,-95.9281,47.2605,375.22,0.10,-6.30,73.72,350.00,20.00,0.00,29.99,M,10.00,24.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-23.23,K3N8 121515Z AUTO 35020G24KT 10SM M18/M21 A2999 RMK AO2 T11771213
AIT,2020-02-12 15:16,-93.6768,46.5484,367.00,24.80,19.40,79.62,330.00,7.00,0.00,29.75,M,3.00,17.00,OVC,M,M,M,1500.00,M,M,M,-SN,M,M,M,M,M,M,16.00,KAIT 121516Z AUTO 33007G17KT 3SM -SN OVC015 M04/M07 A2975 RMK AO2
AUM,2020-02-12 15:16,-92.9333,43.6647,375.00,30.20,23.00,74.26,210.00,13.00,0.00,29.82,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.26,KAUM 121516Z AUTO 21013G16KT 10SM CLR M01/M05 A2982 RMK AO2
HCO,2020-02-12 15:16,-96.9430,48.7527,250.00,-16.60,-23.80,68.79,350.00,24.00,0.00,30.22,M,2.50,29.00,SCT,M,M,M,1400.00,M,M,M,HZ,M,M,M,M,M,M,-47.51,KHCO 121516Z AUTO 35024G29KT 2 1/2SM HZ SCT014 M27/M31 A3022 RMK AO2 VIS 2V4
MVE,2020-02-12 15:16,-95.7103,44.9691,315.00,10.40,5.00,78.35,360.00,22.00,0.00,29.85,M,2.00,25.00,OVC,M,M,M,800.00,M,M,M,-SN,M,M,M,M,M,M,-10.35,KMVE 121516Z AUTO 36022G25KT 2SM -SN OVC008 M12/M15 A2985 RMK AO2
ONA,2020-02-12 15:16,-91.7083,44.0772,200.00,M,M,M,230.00,7.00,0.00,29.83,M,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,KONA 121516Z 23007G19KT 10SM CLR A2983 RMK AO2
RGK,2020-02-12 15:16,-92.4868,44.5915,239.00,30.20,21.20,68.83,250.00,6.00,0.00,29.78,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,23.36,KRGK 121516Z AUTO 25006KT 10SM OVC100 M01/M06 A2978 RMK AO2
ROX,2020-02-12 15:16,-95.6971,48.8560,323.00,-11.20,-16.60,76.21,350.00,16.00,0.00,30.12,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-35.89,KROX 121516Z AUTO 35016KT 10SM CLR M24/M27 A3012 RMK AO2
BFW,2020-02-12 15:16,-91.4098,47.2521,333.57,24.80,15.80,68.18,320.00,5.00,0.00,29.67,M,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,17.84,KBFW 121516Z AUTO 32005KT 10SM OVC070 M04/M09 A2967 RMK AO2
MZH,2020-02-12 15:16,-92.8048,46.4186,328.00,26.60,21.20,79.77,320.00,6.00,0.00,29.71,M,2.50,M,BKN,OVC,M,M,4400.00,5000.00,M,M,-SN,M,M,M,M,M,M,19.03,KMZH 121516Z AUTO 32006KT 2 1/2SM -SN BKN044 OVC050 M03/M06 A2971 RMK AO2
BDH,2020-02-12 15:16,-95.1304,45.1177,247.00,23.00,19.40,85.85,310.00,16.00,0.00,29.80,M,7.00,M,SCT,BKN,OVC,M,900.00,2800.00,4500.00,M,M,M,M,M,M,M,M,8.69,KBDH 121516Z AUTO 31016KT 7SM SCT009 BKN028 OVC045 M05/M07 A2980 RMK AO2
FGN,2020-02-12 15:16,-94.9028,49.3183,328.00,-14.80,-23.80,62.78,350.00,18.00,0.00,30.11,M,5.00,M,M,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,-41.86,KFGN 121516Z AUTO 35018KT 5SM HZ M26/M31 A3011 RMK AO2
BBB,2020-02-12 15:16,-95.6506,45.3319,317.00,10.40,6.80,85.05,360.00,21.00,0.00,29.83,M,1.25,30.00,OVC,M,M,M,700.00,M,M,M,BR,M,M,M,M,M,M,-9.96,KBBB 121516Z AUTO 36021G30KT 1 1/4SM BR OVC007 M12/M14 A2983 RMK AO2
CKC,2020-02-12 15:16,-90.3829,47.8383,548.00,17.60,12.20,79.00,330.00,13.00,0.00,29.61,M,2.00,20.00,SCT,BKN,OVC,M,1700.00,2400.00,6500.00,M,-SN,M,M,M,M,M,M,3.12,KCKC 121516Z AUTO 33013G20KT 2SM -SN SCT017 BKN024 OVC065 M08/M11 A2961 RMK AO2
JYG,2020-02-12 15:16,-94.5579,43.9863,325.00,30.20,24.80,80.07,250.00,13.00,0.00,29.78,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.26,KJYG 121516Z 25013KT 10SM M01/M04 A2978 RMK AO2 PWINO
LVN,2020-02-12 15:16,-93.2273,44.6252,293.00,30.20,24.80,80.07,230.00,6.00,0.00,29.76,M,10.00,M,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,23.36,KLVN 121516Z AUTO 23006KT 10SM OVC060 M01/M04 A2976 RMK AO2
MWM,2020-02-12 15:16,-95.1094,43.9134,430.00,28.40,24.80,86.18,240.00,9.00,0.00,29.78,M,10.00,M,OVC,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,19.04,KMWM 121516Z AUTO 24009KT 10SM OVC080 M02/M04 A2978 RMK AO2
PWC,2020-02-12 15:16,-94.3817,46.7248,395.00,14.00,8.60,78.68,350.00,17.00,0.00,29.85,M,4.00,21.00,SCT,BKN,M,M,2000.00,9000.00,M,M,HZ,M,M,M,M,M,M,-3.51,KPWC 121516Z AUTO 35017G21KT 4SM HZ SCT020 BKN090 M10/M13 A2985 RMK AO2
ROS,2020-02-12 15:16,-92.9530,45.6980,281.00,31.50,22.50,68.98,290.00,3.00,0.00,29.73,M,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,28.12,KROS 121516Z AUTO 29003KT 10SM OVC055 00/M05 A2973 RMK AO2 T10031053
SAZ,2020-02-12 15:16,-94.8066,46.3809,392.00,17.60,10.40,72.93,340.00,17.00,0.00,29.81,M,7.00,21.00,SCT,SCT,M,M,5000.00,9000.00,M,M,M,M,M,M,M,M,M,1.21,KSAZ 121516Z AUTO 34017G21KT 7SM SCT050 SCT090 M08/M12 A2981 RMK AO2
TOB,2020-02-12 15:16,-92.8315,44.0180,398.00,28.40,21.20,74.08,210.00,14.00,0.00,29.78,M,10.00,M,SCT,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,16.52,KTOB 121516Z AUTO 21014KT 10SM SCT090 M02/M06 A2978 RMK AO2
SYN,2020-02-12 15:16,-93.0163,44.4755,280.00,30.60,23.40,74.30,230.00,12.00,0.00,29.76,M,10.00,M,SCT,OVC,M,M,9500.00,11000.00,M,M,M,M,M,M,M,M,M,20.22,KSYN 121516Z AUTO 23012KT 10SM SCT095 OVC110 M01/M05 A2976 RMK AO2 T10081048
PEX,2020-02-12 15:16,-94.7466,45.3723,360.00,28.40,26.60,92.86,340.00,10.00,0.00,29.76,M,10.00,M,SCT,BKN,OVC,M,2400.00,3100.00,4800.00,M,M,M,M,M,M,M,M,18.45,KPEX 121516Z AUTO 34010KT 10SM SCT024 BKN031 OVC048 M02/M03 A2976 RMK AO2 AO2
Y63,2020-02-12 15:16,-95.9920,45.9861,367.00,8.10,4.80,86.07,300.00,14.00,0.00,29.87,M,5.00,21.00,OVC,M,M,M,4200.00,M,M,M,BR,M,M,M,M,M,M,-9.64,KY63 121516Z AUTO 30014G21KT 280V350 5SM BR OVC042 M13/M15 A2987 RMK AO2 T11331151
OVL,2020-02-12 15:16,-95.0328,44.7786,328.00,23.00,21.20,92.69,320.00,17.00,0.00,29.77,M,5.00,21.00,SCT,OVC,M,M,700.00,5000.00,M,M,BR,M,M,M,M,M,M,8.28,KOVL 121516Z AUTO 32017G21KT 5SM BR SCT007 OVC050 M05/M06 A2977 RMK AO2
CKN,2020-02-12 15:16,-96.6214,47.8417,273.00,-13.00,-18.40,76.02,360.00,26.00,0.00,30.15,M,0.25,33.00,BKN,OVC,M,M,500.00,1000.00,M,M,-SN,M,M,M,M,M,M,-43.56,KCKN 121516Z AUTO 36026G33KT 1/4SM -SN BKN005 OVC010 M25/M28 A3015 RMK AO2
FFM,2020-02-12 15:16,-96.1567,46.2844,361.00,-0.40,-5.80,77.32,350.00,24.00,0.00,29.94,M,1.00,33.00,OVC,M,M,M,900.00,M,M,M,HZ,M,M,M,M,M,M,-25.65,KFFM 121516Z AUTO 35024G33KT 1SM HZ OVC009 M18/M21 A2994 RMK AO2
LJF,2020-02-12 15:16,-94.5072,45.0971,348.00,32.00,24.80,74.44,320.00,9.00,0.00,29.76,M,10.00,14.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.51,KLJF 121516Z AUTO 32009G14KT 10SM 00/M04 A2976 RMK AO2
MGG,2020-02-12 15:16,-93.9856,45.2360,313.00,32.00,25.70,77.28,300.00,4.00,0.00,29.75,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.42,KMGG 121516Z AUTO 30004KT 10SM 00/M03 A2975 RMK AO2 T00001035
04W,2020-02-12 15:16,-92.8952,46.0229,311.00,28.40,24.80,86.18,310.00,8.00,0.00,29.72,M,5.00,M,SCT,BKN,OVC,M,2900.00,3800.00,5000.00,M,UP,M,M,M,M,M,M,19.68,K04W 121516Z AUTO 31008KT 5SM UP SCT029 BKN038 OVC050 M02/M04 A2972 RMK AO2
